,title,price,adress,image_link,page,category
5892,Samsung S20 plus,480000,Plateau, media/annonces/pics/thumbs/a4a1e7091468270ad8ad07cb76ee18b3.png ,26,phones
5893,iPhone 6s Plus,95000,Pikine, media/annonces/pics/thumbs/565bc15b70629b58c4c7921a186f4b76.jpeg ,26,phones
5894,Iphone 6 plus 64g,85000,Colobane, media/annonces/pics/thumbs/71b1183f24218217d7e3b9b5007fb5bc.jpg ,26,phones
5895,iPhone SE - Couleur argentée,55000,Keur Massar, media/annonces/pics/thumbs/917ee911f2b4b3bcdd1fb8f702515605.jpg ,26,phones
5896,Huawei Y5,40000,Bambey, media/annonces/pics/thumbs/9c6466e2628cc8334ecec3d1f7bbce6a.jpg ,26,phones
5897,Iphone 7 plus 128 GB,130000,Fass, media/annonces/pics/thumbs/2fe147ef8e6109732a11d19714422efc.jpeg ,26,phones
5898,Iphone 8 plus 64Go,225000,Nord Foire, media/annonces/pics/thumbs/69ef0dd8dfc93b25494d12514f3d9a0e.jpeg ,26,phones
5899,iPhone 12 pro max 128go,800000,Colobane, media/annonces/pics/thumbs/7e9230b00a76612fcf20b6a6c5b8ecc7.png ,26,phones
5900,Tecno Phantom 9,95000,Dakar, media/annonces/pics/thumbs/234c748ccddab79f577df5e56cdef0b7.jpg ,26,phones
5901,Iphone 11 pro max 256 go ,500000,Dieuppeul, media/annonces/pics/thumbs/90b651115027be840e3a53de1c17018e.jpg ,26,phones
5902,Samsung Galaxy A12 ,90000,Dieuppeul, media/annonces/pics/thumbs/a2c1257d5b7a2143da75af0a76f92ff8.jpg ,26,phones
5903,Iphone X,200000,Fann, media/annonces/pics/thumbs/65f6d913a35d3d7b52f50d2bb987e0eb.jpeg ,26,phones
5904,Iphone XR,200000,Dakar, media/annonces/pics/thumbs/8c0a90b8ef7506f5113275de9bb7b3ec.jpeg ,26,phones
5905,2 iPhones à vendre,225000,Sud Foire, media/annonces/pics/thumbs/a2ceaeb746bd797ba38dcde7cfa330e2.jpeg ,26,phones
5906,Samsung A71,195000,Point E, media/annonces/pics/thumbs/1a2626765c369311d320d4ff9b95a458.jpg ,26,phones
5907,Iphone 6s plus,130000,Dakar, media/annonces/pics/thumbs/dcc87420b75e206429200c8ccaa57459.jpg ,26,phones
5908,Techno Spark 6 air tout neuf dans sa boite et déjà scellé ,65000,Dakar, media/annonces/pics/thumbs/8c4a8c6a5f62d453db0952553b9f5a91.jpg ,26,phones
5909,Téléphone - Yealink,40000,Cité Keur Gorgui, media/annonces/pics/thumbs/891d96ebe8010c23a7e6858f6e8c9d93.jpg ,26,phones
5910,Samsung Galaxy A02S,71000,Plateau, media/annonces/pics/thumbs/ee3f8b2429900f8044f604cda6d4cb0f.jpg ,26,phones
5911,Iphone 7 plus,140000,Mbao, media/annonces/pics/thumbs/e9b3744887b8efd6c532ce817bd71e84.jpeg ,26,phones
5912,Oppo reno 2z,220000,Patte d'Oie, media/annonces/pics/thumbs/ecd855e7f03666e292b20373b7fbc3c6.jpg ,26,phones
5913,Samsung Galaxy S10+,400000,Mermoz, media/annonces/pics/thumbs/dd60fbf9b22401ff667975ab35cbd177.jpg ,26,phones
5914,iPhone X 64 giga,260000,Grand Dakar, media/annonces/pics/thumbs/5c792fcbf1e6f32d1ad282a5fbb5f080.jpeg ,26,phones
5915,Iphone 8 plus,200000,Castors, media/annonces/pics/thumbs/515a0207201ffc00dc5070215b0bd19d.jpeg ,26,phones
5916,iPhone 12 pro turbo,550000,Parcelles assainies, img/nophoto.png ,26,phones
5917,iPhone XS Max,340,Dakar, media/annonces/pics/thumbs/ac46c97f1be8cb2e6121bc8e2829260a.jpeg ,26,phones
5918,Airpods pro 5,20000,Saint Louis, media/annonces/pics/thumbs/9635590d9925c41986481a41cc0a7b1e.jpeg ,26,phones
5919,Iphone 7 plus 128g,180000,Colobane, media/annonces/pics/thumbs/cfa90eb9993c6cd3a5e155b18b7416d6.jpeg ,26,phones
5920,SAMSUNG GALAXY A11,60000,Ouest Foire, media/annonces/pics/thumbs/852d44380e64103cb4c6ead4eda8cfd2.jpg ,26,phones
5921,iPhone 8 Plus Turbo,215000,Dakar, media/annonces/pics/thumbs/aac855619ddc2c549cc8fe147fa9fc2f.jpeg ,26,phones
5922,iPhone 7 32 gb,150000,Golf, media/annonces/pics/thumbs/a05547bfe238db1e4bb64e2efa05a82c.jpeg ,27,phones
5923,Iphone 11 pro Max,540000,Colobane, media/annonces/pics/thumbs/c4deb906c2aa637bc4bccb13fb5e15b5.jpeg ,27,phones
5924,TECNO PHANTOM 9,95000,Plateau, media/annonces/pics/thumbs/6d7d9a4e0abcac94fee8fa478d401af3.jpg ,27,phones
5925,SMARTPHONE - SAMSUNG - GALAXY - A51 – 6.5’’ – 128 Go – 4Go RAM,189000,Dakar, media/annonces/pics/thumbs/dffa47ddf5ff835c05093754451d30ef.jpg ,27,phones
5926,SMARTPHONE - SAMSUNG - GALAXY Z - FOLD 2 – 12 GO RAM – 256 Go – 5G,1210000,Dakar, media/annonces/pics/thumbs/325d3e81e0b6dd33bf0e6dfc658dc841.jpg ,27,phones
5927,Iphone 8 plus,200000,Yoff, media/annonces/pics/thumbs/c5eafdb6ab3d4f5ffa21c6b5c45e1a3b.jpeg ,27,phones
5928,IPhone 6 simple ,80000,HLM, media/annonces/pics/thumbs/58673bb31220f8213133790fea14861f.jpeg ,27,phones
5929,Iphone Xmax 256 gb,310000,Mermoz, media/annonces/pics/thumbs/5f6d5509eec1d6e61409083047c8ebb8.jpeg ,27,phones
5930,A50,85000,Sicap liberté, media/annonces/pics/thumbs/6f4941f1b1898a6b558aaf3a9e380130.png ,27,phones
5931,Iphone 12 pro max 256GB bleu pacifique,950000,Mamelles, media/annonces/pics/thumbs/9187b5be9bd391f8f1209ad4095fbc0b.jpeg ,27,phones
5932,Iphones à vendre,50,Dakar, media/annonces/pics/thumbs/1a45d299e2a7bb6c80bf2e177379e207.jpg ,27,phones
5933,Alcatel 1s 2019 seconde main,50000,Fann, media/annonces/pics/thumbs/a28b61997c0c1cb9e75a8065b83b18f1.jpg ,27,phones
5934,iphone 7 plus 128 gb,190000,Parcelles assainies, media/annonces/pics/thumbs/01e6488d1777b53aa7fbe40497819237.jpeg ,27,phones
5935,iPhone 8 64Gb,150000,Golf, media/annonces/pics/thumbs/f8f12b090abdf093e8a6cb266f7ca563.jpeg ,27,phones
5936,iPhone X 64G ,255000,Golf, media/annonces/pics/thumbs/657081cf7250de89db323e5672cc52ae.png ,27,phones
5937,Iphone 6s plus 64g,150000,Colobane, media/annonces/pics/thumbs/2aa8a77228db2e0fed36ae7707729f64.jpeg ,27,phones
5938,Iphone 7 plus 128g,210000,Colobane, media/annonces/pics/thumbs/37e5254c2a5903d649ba7d1c0a5a0d6b.jpeg ,27,phones
5939,"Application films, séries et TV",5,Dakar, media/annonces/pics/thumbs/bf7a28d1767b2367ed12c2e33deb5490.jpeg ,27,phones
5940,IPhone 7 Plus ,160000,Hann Maristes, img/nophoto.png ,27,phones
5941,Iphone x 64gb,215000,Thiès, media/annonces/pics/thumbs/10cd62b693c513626680a21eec815b30.jpeg ,27,phones
5942,iPhone 7 ,135000,Golf, media/annonces/pics/thumbs/2de621ff7dfe52d5d7014e84ac0b3379.jpeg ,27,phones
5943,Iphone 11 256Go couleur rouge d'occasion,450000,Mbao, media/annonces/pics/thumbs/ff2f0f8b0620dc7a58542214df97d0e6.jpg ,27,phones
5944,Iphone 7 plus,190000,Mbour, media/annonces/pics/thumbs/bda7acbc56e4b225473b897118a0d128.jpg ,27,phones
5945,IPhone 7 Plus 32Gb,155000,Golf, media/annonces/pics/thumbs/f68e2e49001268daca2b1d468a6bea0a.jpeg ,27,phones
5946,Iphone 8 plus 64g,245000,Sicap liberté, media/annonces/pics/thumbs/5e5990fadda4eccb0c6aa17ba89c05e6.jpg ,27,phones
5947,Ipad 64g,140000,Colobane, media/annonces/pics/thumbs/6501d51260f5a2529ddfe280c98abce9.jpeg ,27,phones
5948,Iphone 6s plus,130000,Colobane, media/annonces/pics/thumbs/471fe3a8de37933623df1498786cb4b2.jpeg ,27,phones
5949,Iphone 6 plus ,100000,Colobane, media/annonces/pics/thumbs/5c07e07691c436a5d27176517161e741.jpeg ,27,phones
5950,Iphone 7 plus,180000,Colobane, media/annonces/pics/thumbs/c9c782042bfd59a64cc48f290d42a145.jpeg ,27,phones
5951,VENTE DE TELEPHONES PORTABLES ,1,Médina, media/annonces/pics/thumbs/3e028ac5779eab21c98d5156f3b09869.jpg ,27,phones
5952,iPhone 7 ,120000,Sacré Coeur, media/annonces/pics/thumbs/891f4515dea01f5ccf9c0a3491835fe3.jpeg ,27,phones
5953,Samsung Galaxy S8,180000,Plateau, media/annonces/pics/thumbs/85987731e3d2c344c6e539b3ea056416.jpg ,27,phones
5954,iphone 11 PRO MAX 64GO,570000,Parcelles assainies, media/annonces/pics/thumbs/cf58924fc67177c3396590e1b215f430.jpg ,27,phones
5955,Casque bluetooth SENS,12000,Plateau, media/annonces/pics/thumbs/0765fcbd432a76d4a2f82a22622ada17.jpg ,27,phones
5956,IPhone 8 64gb,175000,Dakar, media/annonces/pics/thumbs/6878e81f05dd3fb9a24d6da83b57eee0.jpg ,27,phones
5957,iPhone 8 64GB,160000,Médina, media/annonces/pics/thumbs/b8383d735811aff5d2464a64f2a7d91e.jpeg ,27,phones
5958,IPHONE XS MAX 64GO,376000,Dakar, media/annonces/pics/thumbs/e4e41896d956a770a1385a2a14f4dba9.jpg ,27,phones
5959,iPhone 6 ,60000,Dieuppeul, media/annonces/pics/thumbs/43baf3c3817ca20844d7e78f6776e9fa.jpeg ,27,phones
5960,IPHONE 8 PLUS 64GO,155000,Dakar, media/annonces/pics/thumbs/bb5c74206fcab73a9d0319b6434e63ae.jpeg ,27,phones
5961,Invens max 8,45000,Dakar, media/annonces/pics/thumbs/4b0ed7354b3e1c1e4657d2f07fa2ecb3.jpg ,27,phones
5962,huawei y9s,149000,Dakar, media/annonces/pics/thumbs/016e169b875e5e36009b69fa52e3c191.jpg ,27,phones
5963,Samsung A51,170000,Dakar, media/annonces/pics/thumbs/0c6069768735d6c4f8b5574c4108f98a.jpg ,28,phones
5964,Samsung  A71,217000,Dakar, media/annonces/pics/thumbs/da1627e4729ca24705356a6d61ebffcf.jpg ,28,phones
5965,Samsung A21s,111000,Dakar, media/annonces/pics/thumbs/60bf0efb2b14de1d892449b734752343.jpg ,28,phones
5966,Samsung A10s,74500,Dakar, media/annonces/pics/thumbs/a8f4866f7893a3d809734ae6565f5897.jpg ,28,phones
5967,iphone 7 plus 128gb,200000,Parcelles assainies, media/annonces/pics/thumbs/77e17b3a0006fe5fa0592c0b9e3b67b1.jpeg ,28,phones
5968,Tecno spark 4,60000,Grand Yoff, media/annonces/pics/thumbs/ee80f3e2a5fce0145afc37df5d39585c.jpeg ,28,phones
5969,Tecno F1,38000,Derklé, img/nophoto.png ,28,phones
5970,iphone 11 PRO MAX 64GO,620000,Parcelles assainies, media/annonces/pics/thumbs/2543fb952d15b62feac365f6219105b3.jpeg ,28,phones
5971,iphone 11 PRO 256GO,640000,Parcelles assainies, media/annonces/pics/thumbs/d1b254c81f77e7a6b6ac56245f3053b4.jpg ,28,phones
5972,IPHONE 7 PLUS 128GO,235000,Parcelles assainies, media/annonces/pics/thumbs/9bf4b12771529c98a3c8e6ec812b8df6.jpeg ,28,phones
5973,Orange Rise 55,30000,Sicap liberté, media/annonces/pics/thumbs/4fe965379b8257991de24b5db6b67dde.jpg ,28,phones
5974,iPhone 6 plus,110000,Scat Urbam, media/annonces/pics/thumbs/43bff68d0eb8fefdd18be47b3fe8a239.jpeg ,28,phones
5975,iPhone 7 simple 32g,120000,Hann Maristes, media/annonces/pics/thumbs/a5dd61685cae5ef6d1967b3b6976c6e8.jpeg ,28,phones
5976,Tecno Spark 4 Lite,60000,Biscuiterie, media/annonces/pics/thumbs/db2bc1229d8be1f890ea253e443ec7d5.jpg ,28,phones
5977,Samsung galaxies A30s,115000,Parcelles assainies, media/annonces/pics/thumbs/6c69283e21dd69776fc79243418109eb.jpeg ,28,phones
5978,Samsung Galaxy j8,90000,Dakar, media/annonces/pics/thumbs/872aa319163feb6aba7f90e20045ccdb.jpg ,28,phones
5979,Samsung galaxy A70,150000,Parcelles assainies, media/annonces/pics/thumbs/15dff32668b4c2906f5011044d7c60b4.jpg ,28,phones
5980,SAMSUNG Galaxy A30s,110000,Nord Foire, media/annonces/pics/thumbs/be2c1cd3b9871b8638785400d2a12868.jpeg ,28,phones
5981,HUAWEI P20 PRO,245000,Sacré Coeur, media/annonces/pics/thumbs/94bc2a1a3670a4a93ddb4b4bd388755f.jpeg ,28,phones
5982,IPhone 7simple 32Go,120000,Biscuiterie, media/annonces/pics/thumbs/752edaa478e9c2f4c16a4e966fca563e.jpeg ,28,phones
5983,Talkie-walkie,55000,HLM, media/annonces/pics/thumbs/728e22f726a6becc5eac00d4469dc012.jpg ,28,phones
5984,TECNO F1,37000,Plateau, media/annonces/pics/thumbs/7b02f11d6e7c800f8ab82ea59495c1a3.jpeg ,28,phones
5985,AIRPHA SENSE 2,35000,Sacré Coeur, media/annonces/pics/thumbs/ad937e135f5fcba766b77f441c83c611.jpeg ,28,phones
5986,Vente des Iphones 11 64 G scellé Red et blanc ,550000,Dakar, media/annonces/pics/thumbs/0dea007bdd4255a6360dea5675bde095.jpeg ,28,phones
5987,AIRPHA HALO 3 PRO,59500,Mermoz, media/annonces/pics/thumbs/d65874d7caa470808549719b82b45248.jpeg ,28,phones
5988,AIRPHA HALO 3,49500,Sacré Coeur, media/annonces/pics/thumbs/95d2ebb2bd9c390320092a28f5b60578.jpeg ,28,phones
5989,AIRPHA SENSE 2 PRO,45500,Sacré Coeur, media/annonces/pics/thumbs/51e4213cc6e419d211a191613b6091b2.jpeg ,28,phones
5990,Iphone 11 pro turbo déjà activé,460000,Cambérène, media/annonces/pics/thumbs/d86f203d0283a301faf4875760567e9b.jpeg ,28,phones
5991,IPhone X noire 64Go,340000,Dakar, media/annonces/pics/thumbs/994606efbe52fd07b67c6aa34b46f692.jpeg ,28,phones
5992,Airpods Pro 4,20000,Plateau, media/annonces/pics/thumbs/c4c72f4294170c71b075ff49f01158c5.jpeg ,28,phones
5993,Huawei Y9s 128go ram 6go vendu sur facture,145000,Mbao, media/annonces/pics/thumbs/446e27b4f363dde1c2869fba773cb2ac.jpg ,28,phones
5994,Iphone 11 128G,510000,Sacré Coeur, media/annonces/pics/thumbs/f3f97bf4235fb0d63c36e95b49c9ee66.jpeg ,28,phones
5995,Samsung Galaxy A10s,80000,Dieuppeul, media/annonces/pics/thumbs/f3a50579c8274c05525899b5d072b4cb.jpg ,28,phones
5996,iPhone 7 ,120000,Hann Maristes, media/annonces/pics/thumbs/54a80e1776af68cb2fa24b5ef5fb32fc.jpeg ,28,phones
5997,Iphone 11 Black 256 Go,580000,Sacré Coeur, media/annonces/pics/thumbs/f6e24e041eabba1b837fee64678a7053.jpeg ,28,phones
5998,Iphone Xs Black 64 Go,475000,Mermoz, media/annonces/pics/thumbs/d4188dd28eb151e1ec097193936b3418.jpeg ,28,phones
5999,Iphone 11 pro max silver 64 Go,750000,Mermoz, media/annonces/pics/thumbs/bd18503c93d26c3188ec5d10c4d2a00e.jpeg ,28,phones
6000,Iphone 11 128G Green ,510000,Mermoz, media/annonces/pics/thumbs/db8fc646b4ff4721ddc52d3494f12322.jpeg ,28,phones
6001,Samsung S10,325000,Dakar, media/annonces/pics/thumbs/24b74dee5173f15a3350bfcea6a66141.jpg ,28,phones
6002,Vente de iPhone 5 s 16go,35000,Guédiawaye, img/nophoto.png ,28,phones
6003,INVENS Max 9,46000,Plateau, media/annonces/pics/thumbs/f4635b05dc7acc609b93aaa96585eccb.jpg ,29,phones
6004,iPhone xmax 256 giga ,400000,Dakar, media/annonces/pics/thumbs/1d66c65b1d81aee0bbd322054a76f1ee.jpeg ,29,phones
6005,P30 Lite Nouvelle édition,170000,Dieuppeul, media/annonces/pics/thumbs/837b5dc087b222411cfe04eb5afe840a.jpg ,29,phones
6006,Huawei Nova 5T,230000,Dieuppeul, media/annonces/pics/thumbs/04b760ec3729fcfd0c5c1d1750aa740b.jpg ,29,phones
6007,Huawei P30 PRO 256 Giga ,445000,Dieuppeul, media/annonces/pics/thumbs/5b0ee53fb0e1f6cbe26773daa55cdb29.jpg ,29,phones
6008,INVENS K1,49000,Plateau, media/annonces/pics/thumbs/d75ae33b93e2081ae14c7b65a26f2999.jpg ,29,phones
6009,Iphone6s plus 64go Occasion ,135000,Hann Bel-Air, media/annonces/pics/thumbs/4268e3a6f7472ce189721772dcd60a60.jpeg ,29,phones
6010,iphone 6s ,130000,Keur Massar, media/annonces/pics/thumbs/704d0dd3abaa97935370d44d83dd6b65.jpeg ,29,phones
6011,Smart Watch ,16000,Plateau, media/annonces/pics/thumbs/6cb76fa9e8eb5f38977ac78de2f1d11d.jpg ,29,phones
6012,Tecno Camon 15,110000,Point E, media/annonces/pics/thumbs/3baea6288146c7d921352e3e0b26a513.jpeg ,29,phones
6013,Iphone 8plus 64Go,243000,Médina, media/annonces/pics/thumbs/5b41a855b6e0770e32fd5650b8d740db.jpeg ,29,phones
6014,Apple iPhone 8 plus 128/256Go,240000,Parcelles assainies, media/annonces/pics/thumbs/65b2a979e1ffcbaaff70d84ed7fcaafc.jpeg ,29,phones
6015,Apple iPhone 11 pro,400,Médina Yoro Foulah, media/annonces/pics/thumbs/0fab946796f148f4a1c012ed929dd4e7.jpg ,29,phones
6016,Apple Watch Series 4,200000,Plateau, media/annonces/pics/thumbs/7ce011a9e17443149f07385aa62b7bae.jpg ,29,phones
6017,Tecno Camon 15,110000,Point E, media/annonces/pics/thumbs/ecc07aa99fcbef9ee90ffe1a96a9ce75.jpeg ,29,phones
6018,iPhone 11 pro max 64 gb,875000,Plateau, media/annonces/pics/thumbs/67f764d5c6159d3f410d719025e2a467.jpg ,29,phones
6019,Samsung Galaxy Fold,1250000,Plateau, media/annonces/pics/thumbs/7734a8a410e93ea387b350f25a3f5736.png ,29,phones
6020,iPhone X 64 go quasi-neuf ,300000,Bene Tally, media/annonces/pics/thumbs/fe13356c5e31b0b995d9293ee57ae0bc.jpeg ,29,phones
6021,iPhone 7 Plus 32 go ,190000,Bene Tally, media/annonces/pics/thumbs/5d67caa9381b41ede6b7818d60d93d0e.jpeg ,29,phones
6022,Samsung on7,50000,Thiaroye, media/annonces/pics/thumbs/0e5b5bf5bf0579726bc8cbf97bd919ff.jpg ,29,phones
6023,Samsung Note 10,400000,Dakar, media/annonces/pics/thumbs/fbfc539e0edc25ecb03b57994f03a9fe.jpg ,29,phones
6024,Samsung S20 ultra,650000,Plateau, media/annonces/pics/thumbs/e08a35b5e7718bc47a4267b8bffc6c7e.png ,29,phones
6025,Application FILM et Série Et TV,5,Guédiawaye, media/annonces/pics/thumbs/0984e3724972b77d8fa54ebd29579c1f.jpeg ,29,phones
6026,iPhone X 64Go,290000,Dieuppeul, media/annonces/pics/thumbs/a0f393ba91c443ec1258903167169798.jpeg ,29,phones
6027,Samsung Note 10 et buds+,450000,Plateau, img/nophoto.png ,29,phones
6028,iPhone 7plus 32Go et 128Go,210000,Dieuppeul, media/annonces/pics/thumbs/f4570ca14a5b37aa164463b27e199cad.png ,29,phones
6029,Iphone 7 plus 128Go,195000,Hann Maristes, media/annonces/pics/thumbs/a855130cba51465a30eb5f57bd120b03.jpeg ,29,phones
6030,Iphone 6 16Go venant,75000,Hann Maristes, media/annonces/pics/thumbs/799aef3c4cb27b7e60cece55a0c170f5.jpeg ,29,phones
6031,Iphone 6s plus 64go,135000,Hann Maristes, media/annonces/pics/thumbs/822eeb825e4d4571738dd8c6cc2087fe.jpeg ,29,phones
6032,Iphone 7 simple 128Go,135000,Hann Maristes, media/annonces/pics/thumbs/178453e90a274f52ef7c091137f8c82b.jpeg ,29,phones
6033,iPhone 7+ 128Go ,200000,Dieuppeul, media/annonces/pics/thumbs/faee351adce2366b746c2f696931f981.jpeg ,29,phones
6034,IPhone XS 64Go ,350000,Dieuppeul, media/annonces/pics/thumbs/93c47cf32fe6c22479c0f3795a2f858b.jpeg ,29,phones
6035,Iphone 7plus 32Go venant des USA,180000,HLM, media/annonces/pics/thumbs/5832b9078e4529fa9c41964840ebc870.jpeg ,29,phones
6036,INVENS Max 3,40000,Plateau, media/annonces/pics/thumbs/c7b675c96696977e081b8c832ec29539.jpg ,29,phones
6037,iPhone 6s 64Go,95000,Liberté 2, img/nophoto.png ,29,phones
6038,iPhone 6s 32Go ,85000,Liberté 2, media/annonces/pics/thumbs/6b6b59cee708fa8e247c39cb198bdd82.jpeg ,29,phones
6039,Iphone 7plus 32Go venant des Usa ,180000,Bene Tally, media/annonces/pics/thumbs/a736d7fcc2ca43b4e35244ff006e354f.jpeg ,29,phones
6040,Samsung Note 10+,500000,Plateau, media/annonces/pics/thumbs/aac4da5b5b7851e6f66fda9b25729477.jpg ,29,phones
6041,Iphone 6s,115000,Plateau, media/annonces/pics/thumbs/a2b5afbfa7bd4d1a0b520c0ca59c25fe.jpg ,29,phones
6042,Iphone 5s,75000,Plateau, media/annonces/pics/thumbs/eba68edb76653b0f132721748166c049.jpg ,29,phones
6043,Airpods 2 ,70000,Dieuppeul, media/annonces/pics/thumbs/562cf60d9effa839b8912211f1029ee2.jpeg ,30,phones
6044,11 pro 64Go turbo ,480000,Dieuppeul, media/annonces/pics/thumbs/0035cf67e36c2ba55acf0947727f9d11.jpeg ,30,phones
6045,Tecno Camon 15,110000,Point E, media/annonces/pics/thumbs/2443a2edf8cdd15a9cbff91638494a12.jpeg ,30,phones
6046,Talkies-walkies + accessoires,100000,Dakar, media/annonces/pics/thumbs/b1820ab43f9a9f30663619a4dda21cc2.jpg ,30,phones
6047,Iphone 6 PLUS 64 GO,85000,Hann Maristes, media/annonces/pics/thumbs/c15400782dc83e419d9fc2e0844c843f.jpeg ,30,phones
6048,TECNO CAMON 11,55000,Hann Maristes, media/annonces/pics/thumbs/207bacb812d2eb6d6d1951e57a7a2446.jpeg ,30,phones
6049,Iphone6s 128 gb,130000,Médina, media/annonces/pics/thumbs/6131242680194b329adfd54d719fd943.jpg ,30,phones
6050,Iphone6s 64 gb,110000,Médina, media/annonces/pics/thumbs/7b4ea52aa21d16db6f192ca4805f3dac.jpg ,30,phones
6051,iphone 8 simple 64 Go,125000,Hann Maristes, media/annonces/pics/thumbs/668fc9af0db35bee788318341d7148de.jpeg ,30,phones
6052,iPhone 7+ 128Go,190000,Dieuppeul, img/nophoto.png ,30,phones
6053,iPhone 6s Plus 16Go ,120000,Dieuppeul, img/nophoto.png ,30,phones
6054,iPhone 6s 32Go ,95000,Dieuppeul, media/annonces/pics/thumbs/5643799209bd19c1cd36d7d49432999d.jpeg ,30,phones
6055,HTC U11 black brillant 64go,350000,Sacré Coeur, media/annonces/pics/thumbs/cdc5a622981def590f8458ec0db1298c.jpeg ,30,phones
6056,Tecno camon 15,110000,Point E, media/annonces/pics/thumbs/7487cb93215ef4406040c2f66613e2e0.jpeg ,30,phones
6057,iPhone X 64 go,325000,Dieuppeul, media/annonces/pics/thumbs/4f51918aa6e752dd3475a696b6f2a654.jpeg ,30,phones
6058,iPhone 8 Plus 64 go ,265000,Dakar, media/annonces/pics/thumbs/ab6aa8f1d9e55167c6dcfae82d633fb6.jpeg ,30,phones
6059,Tecno Camon 15,110000,Point E, media/annonces/pics/thumbs/13b87e70844eb583f140cb7c98a20c64.jpg ,30,phones
6060,Tecno Camon 15,110000,Point E, media/annonces/pics/thumbs/91be0d23f2642c9f724c58a4e2813b37.jpg ,30,phones
6061,iPhone 7 Plus 128 giga tout neuf ,210000,Dieuppeul, media/annonces/pics/thumbs/860c62878cc1067f71690751b885b824.png ,30,phones
6062,iPhone 11 simple 64 go ,500000,Dieuppeul, media/annonces/pics/thumbs/1a7ee4c6c69113f816d38f60ac967423.png ,30,phones
6063,iPhone 7 simple 32 go ,150000,Dieuppeul, media/annonces/pics/thumbs/2266002093fde6945fe66aab611ee871.png ,30,phones
6064,iPhone 8 simple 64 go ,180000,Dieuppeul, media/annonces/pics/thumbs/f173233473011302bbe515851045686c.jpeg ,30,phones
6065,iPhone Xmax,245000,Dieuppeul, media/annonces/pics/thumbs/07775a9d13c89a95cf3274e64e3c7212.jpeg ,30,phones
6066,iPhone 7 Plus 128 go tout neuf ,220000,Dieuppeul, media/annonces/pics/thumbs/2d9796e9ee955e2db48c2905e2df59c8.png ,30,phones
6067,Smartphone iPhone,180000,Point E, media/annonces/pics/thumbs/9123b9979149bd35ddbb61f801507eb5.jpeg ,30,phones
6068,iPhone 8 Plus 256 go ,290000,Dieuppeul, media/annonces/pics/thumbs/07c6cd45d0f4aaccca3d91726bf15e90.png ,30,phones
6069,INVENS V3 plus,39000,Plateau, media/annonces/pics/thumbs/cf206bcc04cfe46498a86a72cfd53ee3.jpg ,30,phones
6070,iPhone 11 pro max 256 gb,600000,Parcelles assainies, media/annonces/pics/thumbs/02c5107626f7c740f9eea32ab2b3843d.png ,30,phones
6071,iPhone 8 Plus 128 go,230000,Sicap liberté, media/annonces/pics/thumbs/181889921e247958d030b710710547e8.png ,30,phones
6072,iPhone X 64 go,310000,Sicap liberté, media/annonces/pics/thumbs/8719090bc70e39bfd7227c97d6c1b889.png ,30,phones
6073,Chargeur iPhone,10000,Point E, media/annonces/pics/thumbs/8fe3e20c2d6312c37ddcef36565fb2d9.jpg ,30,phones
6074,iPhone X 64Go,280000,Keur Massar, media/annonces/pics/thumbs/f5594ba6cba37451ca33659d5bb91fa3.jpeg ,30,phones
6075,Téléphones Tecno,70000,Point E, media/annonces/pics/thumbs/f9a5fab38ff571b4946274f4eb441ed3.jpg ,30,phones
6076,iPhone,180000,Dakar, media/annonces/pics/thumbs/4f2780678e915ca9918cc229560e7b7a.jpeg ,30,phones
6077,INVENS Max 8,45000,Plateau, media/annonces/pics/thumbs/bbe7c9600d3e7150f4b0a961a29c73b3.jpg ,30,phones
6078,iphone 6s,115000,Dieuppeul, media/annonces/pics/thumbs/0b0a93bc24b24db85f2bb26f75bc6a34.jpg ,30,phones
6079,iphone 7 ,150000,Dieuppeul, media/annonces/pics/thumbs/bc5f54063986a1ea0cc3324fa8115976.jpg ,30,phones
6080,iphone x ,315000,Dieuppeul, media/annonces/pics/thumbs/f5b815d40adcabe775cea495bd0ef481.jpg ,30,phones
6081,iphone 7  128 giga,230000,Dieuppeul, media/annonces/pics/thumbs/925ef746122b8bfed434686e880891fb.jpg ,30,phones
6082,iPhone 6s 16GO Etat presque neuf,100000,Patte d'Oie, media/annonces/pics/thumbs/679a28b5185508be78ffe52d7d39cbf9.jpeg ,30,phones
6083,INVENS Max 8,45000,Plateau, media/annonces/pics/thumbs/a4119ae52cc5fba46dc0896d592604b5.jpg ,30,phones
6084,iPhone 6s Plus 64g ,130000,Guédiawaye, media/annonces/pics/thumbs/d25ee1b91ed7c598e67f343ddbfbc1b0.jpeg ,30,phones
6085,INVENS Max 9,46000,Plateau, media/annonces/pics/thumbs/33927cc520c6019ecb3f49c881abb6e2.jpg ,31,phones
6086,Iphone 8 plus ,180000,Biagui, media/annonces/pics/thumbs/80ada1340e1038dc7ecaa845f5e0bf2f.jpeg ,31,phones
6087,INVENS Max 9,46000,Plateau, media/annonces/pics/thumbs/aa41cd151309be89c3f143128aeb5180.jpg ,31,phones
6088,INVENS Max 8,45000,Dakar, media/annonces/pics/thumbs/e4b4feafff49c29136a5b69590d560ed.png ,31,phones
6089,INVENS Max 3,42000,Dakar, media/annonces/pics/thumbs/f78905b4e375da5f6e3725fc418eb932.jpg ,31,phones
