web-scraper-order,web-scraper-start-url,details,prix,adresse,image-lien-src
"1706123852-1","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Samsung galaxy j7 pro 2017","149 900 FCFA","Plateau","media/annonces/pics/thumbs/da0d17cf899db710d8c1d750e8dbef25.jpg"
"1706123852-2","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Samsung galaxy s7 32gb","170 000 FCFA","Plateau","media/annonces/pics/thumbs/7c7922bf179115f5f9db5f8b474fbe9d.png"
"1706123852-3","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Motorola e4 plus","89 900 FCFA","Plateau","media/annonces/pics/thumbs/5ca6807ed1d73751ddc7f139c9880a48.jpg"
"1706123852-4","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Invens royal r7","29 900 FCFA","Plateau","media/annonces/pics/thumbs/a59dce6a166671a24f67b00c9eff929e.jpg"
"1706123852-5","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Iphone 7 plus","320 000 FCFA","Plateau","media/annonces/pics/thumbs/85e145bdb8bf070f84a0a14e60d66a08.jpg"
"1706123852-6","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Samsung galaxy j1 ace","44 900 FCFA","Plateau","media/annonces/pics/thumbs/b6d7220266fad3290bda735b1883d744.jpg"
"1706123852-7","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Samsung galaxy s6 edge","160 000 FCFA","Plateau","media/annonces/pics/thumbs/b09d788c7794fd2d16c632fa3e32d6ea.jpg"
"1706123852-8","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Tecno x camon","114 900 FCFA","Plateau","media/annonces/pics/thumbs/5abaa148aae9af69d6b2987266c3ac29.png"
"1706123852-9","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Invens f3","47 000 FCFA","Plateau","media/annonces/pics/thumbs/c4bcc6a1445c33727d86e255240e4a53.jpg"
"1706123852-10","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Iphone 5s 16gb gold","94 900 FCFA","Plateau","media/annonces/pics/thumbs/77d0bd6ac35276e49277ce26777d8e5c.jpg"
"1706123852-11","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Samsung galaxy j4","105 000 FCFA","Plateau","media/annonces/pics/thumbs/0086d33c2014997a88213f1f87877017.png"
"1706123852-12","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Tecno spark 2","64 900 FCFA","Plateau","media/annonces/pics/thumbs/4536f210e514c85d86298e11f7ff263b.png"
"1706123852-13","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Iphone 6s","169 900 FCFA","Plateau","media/annonces/pics/thumbs/2dca2e50e33253daee573995c6b520f5.jpg"
"1706123852-14","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Tecno w2","37 000 FCFA","Plateau","media/annonces/pics/thumbs/6686654eb11158bcfef5bdc6521f4ce8.jpg"
"1706123852-15","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Samsung galaxy j3","69 900 FCFA","Plateau","media/annonces/pics/thumbs/c0907d38ee0399aeb2898a27f1d815f1.jpg"
"1706123852-16","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Tecno f2","39 900 FCFA","Plateau","media/annonces/pics/thumbs/88a806ac2389205be1c624a51af50acc.jpg"
"1706123852-17","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Tablette enfant android 9pouces polaroid","32 500 FCFA","Plateau","media/annonces/pics/thumbs/28ffdeee367c3fddf25cca65a89dc226.jpg"
"1706123852-18","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Iphone 7 plus","330 000 FCFA","Plateau","media/annonces/pics/thumbs/dd69b45b2c4ca9789e968643f1338003.jpeg"
"1706123852-19","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Samsung galaxy grand prime+ 4g","57 900 FCFA","Plateau","media/annonces/pics/thumbs/6a85de31e6379f2390e3314eec87fb31.jpg"
"1706123852-20","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Iphone 8 plus","500 000 FCFA","Plateau","media/annonces/pics/thumbs/bba3d66b958b8ce0a3cef3ce70057d68.jpg"
"1706123852-21","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Samsung galaxy j3","69 900 FCFA","Plateau","media/annonces/pics/thumbs/588aab0a7019eeb3f3ca0741a651674a.png"
"1706123852-22","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Galaxy note 8","430 000 FCFA","Plateau","media/annonces/pics/thumbs/871f957aa0a064da0a2befd2c53ab42c.jpg"
"1706123852-23","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Motorola e4 plus","89 900 FCFA","Plateau","media/annonces/pics/thumbs/92c7994737a276dd1fc2c290411a5ff3.jpeg"
"1706123852-24","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Samsung galaxy s6 edge","159 900 FCFA","Plateau","media/annonces/pics/thumbs/7e827f0d8ed40feeeff65a5b0ef747b8.jpeg"
"1706123852-25","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Iphone 5s","80 000 FCFA","Plateau","media/annonces/pics/thumbs/9721713600cdfdc2646d9778be3e0cfc.jpeg"
"1706123852-26","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Samsung galaxy grand prime plus 4g","57 000 FCFA","Plateau","media/annonces/pics/thumbs/f57c0f01b47c67ad134a7304efe62f95.jpg"
"1706123852-27","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Ipad air 1","100 000 FCFA","Plateau","media/annonces/pics/thumbs/5ce958ccba81e204596af621e56f446f.jpg"
"1706123852-28","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Vends un Tecno camon x pro","135 000 FCFA","Plateau","media/annonces/pics/thumbs/21192c68f3734e184c4a49a3d2bd73fc.jpg"
"1706123852-29","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=42","Iphone 6 simple","130 000 FCFA","Plateau","media/annonces/pics/thumbs/9dc1cf2ff3a464553891afc718704bb5.jpg"
"1706123858-30","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Samsung galaxy grand prime plus 4g","59 900 FCFA","Plateau","media/annonces/pics/thumbs/17dcbeb2aa8da2563446397de0c08c41.jpg"
"1706123858-31","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Samsung galaxy s5","90 000 FCFA","Plateau","media/annonces/pics/thumbs/1c9ee0aa906cfbec40723c13f538b8a2.jpg"
"1706123858-32","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","chargeur sans fil wireless pour samsung et iphone","10 000 FCFA","Plateau","media/annonces/pics/thumbs/9bc2228a2a08843aec3dfee6c298eea0.jpg"
"1706123858-33","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Alcatel pixi 4 power","49 900 FCFA","Plateau","media/annonces/pics/thumbs/8fefa7508884f840cdba16846dd5215c.jpg"
"1706123858-34","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Iphone 8 plus","500 000 FCFA","Plateau","media/annonces/pics/thumbs/7e01cf742a85daab6ebe7715701a5774.png"
"1706123858-35","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Barrette  mémoire ddr4","55 000 FCFA","Plateau","media/annonces/pics/thumbs/2d618b8654f3952cb60a798253e0cc75.jpg"
"1706123858-36","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Samsung galaxy grand prime","58 000 FCFA","Plateau","media/annonces/pics/thumbs/8d11e731316837c428d8c074e18ed248.jpeg"
"1706123858-37","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Doogee x50","39 900 FCFA","Plateau","media/annonces/pics/thumbs/6edce4e50a12bbb63ac58501931aa0a4.jpg"
"1706123858-38","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Samsung galaxy grand","39 900 FCFA","Plateau","media/annonces/pics/thumbs/1759b15c55320af847be12322322d5f2.png"
"1706123858-39","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Iphone 6 à vendre","159 000 FCFA","Plateau","media/annonces/pics/thumbs/04d0604391cac2e6e96bce1cf7985f06.jpg"
"1706123858-40","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Ipad air 2","160 000 FCFA","Plateau","media/annonces/pics/thumbs/a1773bb0465f7c312af68c98bcc86dab.jpg"
"1706123858-41","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Grand studio à ngor almadies","200 000 FCFA","Plateau","media/annonces/pics/thumbs/f9ba907cb13881f52221e2469b920fd1.jpg"
"1706123858-42","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Samsung galaxy grand prime pro","75 000 FCFA","Plateau","media/annonces/pics/thumbs/bb5313ea709d78e830b88d858db31815.jpg"
"1706123858-43","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Nokia 5","94 900 FCFA","Plateau","media/annonces/pics/thumbs/bfcc7bf74cfe864e3cceba5d6e9e3d07.jpg"
"1706123858-44","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Huawei mate 10 lite","149 900 FCFA","Plateau","media/annonces/pics/thumbs/badfca7b64f8531287fb9868e90e9596.jpg"
"1706123858-45","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Huawei y7 prime","109 900 FCFA","Plateau","media/annonces/pics/thumbs/17c52006a6f3e5713253ca558217864c.jpg"
"1706123858-46","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Hp 15 pro","135 000 FCFA","Plateau","media/annonces/pics/thumbs/331ad5799ca5883f6b8b04f58bde3e1b.jpeg"
"1706123858-47","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Tecno spark k7","57 900 FCFA","Plateau","media/annonces/pics/thumbs/6d15d1477e739313a8c609184197b88e.png"
"1706123858-48","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Iphone 5s","80 000 FCFA","Plateau","media/annonces/pics/thumbs/9ac210570d28d717ec3945ea85ed0e55.jpg"
"1706123858-49","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Tecno f2","39 900 FCFA","Plateau","media/annonces/pics/thumbs/8c1c43193389f15051ce7f8294f0f894.png"
"1706123858-50","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Tecno f2","39 900 FCFA","Plateau","media/annonces/pics/thumbs/2352829a0aa968b90d61930e7ca1c80d.jpg"
"1706123858-51","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Tecno pouvoir 2 4g lte","79 900 FCFA","Plateau","media/annonces/pics/thumbs/754a0df3fd8ca95ba7e31695cbbd977b.jpg"
"1706123858-52","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Samsung galaxy s6 edge","150 000 FCFA","Plateau","media/annonces/pics/thumbs/f702be046d5de30bae428aae278d02cf.jpg"
"1706123858-53","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Samsung galaxy j2","59 900 FCFA","Plateau","media/annonces/pics/thumbs/f092091d3ddeed9fe74c44eb02389d3b.jpg"
"1706123858-54","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Samsung galaxy s6 edge plus","175 000 FCFA","Plateau","media/annonces/pics/thumbs/6f0659a4d3cab077a99cdab905d6ecf0.png"
"1706123858-55","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Samsung galaxy s7 edge","200 000 FCFA","Plateau","media/annonces/pics/thumbs/598f02216913e1119dc6e1eb9cd27850.jpg"
"1706123858-56","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Samsung galaxy s6 32gb","120 000 FCFA","Plateau","media/annonces/pics/thumbs/31c5a61ff1439fb1fbaf69239cbb42f3.jpg"
"1706123858-57","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Samsung galaxy prime pro","70 000 FCFA","Plateau","media/annonces/pics/thumbs/3f9d08be31af86b8f38c4a82f3cf4847.jpg"
"1706123858-58","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Infinix hot 3s","99 900 FCFA","Plateau","media/annonces/pics/thumbs/5e33683484b9e9f2026cf46e8dacf2a4.jpg"
"1706123858-59","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Samsung galaxy j4","104 900 FCFA","Plateau","media/annonces/pics/thumbs/d4f28be1ab704d2f48a636a6be5ef446.jpeg"
"1706123858-60","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Iphone 6 plus","170 000 FCFA","Plateau","media/annonces/pics/thumbs/0bd7599ed8dc2659e520d980a0721e47.png"
"1706123858-61","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Samsung galaxy s6 edge","160 000 FCFA","Plateau","media/annonces/pics/thumbs/43d1b41d97beaf2b8d143decf0705452.jpeg"
"1706123858-62","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Nokia 3","79 900 FCFA","Plateau","media/annonces/pics/thumbs/5bad42836e57971f3c013abd779c986f.jpg"
"1706123858-63","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Tecno spark k7","58 000 FCFA","Plateau","media/annonces/pics/thumbs/ce6d4e6cdb3fac618d9977a2bb979189.png"
"1706123858-64","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Iphone 6s 16go","125 000 FCFA","Plateau","media/annonces/pics/thumbs/e237b902da194da011f7c226aa7153b2.jpg"
"1706123858-65","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Iphone 7","230 000 FCFA","Plateau","media/annonces/pics/thumbs/fd52827e805be3dadbc9ddad94254903.jpg"
"1706123858-66","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Samsung grand prime+","57 900 FCFA","Plateau","media/annonces/pics/thumbs/dba15b4eeb7eb1bbe0b2ff8c040ea591.jpg"
"1706123858-67","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Invens d4","34 900 FCFA","Plateau","media/annonces/pics/thumbs/edd311adc211fdce51e1c077593cbb0c.jpeg"
"1706123858-68","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Lg v10","110 000 FCFA","Plateau","media/annonces/pics/thumbs/1f0fe234425867db3b49a15ff1d8dced.jpg"
"1706123858-69","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Iphone 6 simple","120 000 FCFA","Plateau","media/annonces/pics/thumbs/fd1a65d9dce2c23e36e775dfdce270c3.jpg"
"1706123858-70","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Tecno spark k7","57 000 FCFA","Plateau","media/annonces/pics/thumbs/bf7d0b71d76a3c28f7122a3eb4135489.png"
"1706123858-71","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=41","Samsung Galaxy note 8","340 000 FCFA","Plateau","media/annonces/pics/thumbs/a5bc854721d2c6216ce4f459e6110cf2.jpg"
"1706123864-72","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Samsung galaxy j6","124 000 FCFA","Plateau","media/annonces/pics/thumbs/104c3b9596d9ae9b4255690afd929859.jpeg"
"1706123864-73","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Samsung galaxy s7 32 gb","145 000 FCFA","Plateau","media/annonces/pics/thumbs/c706e51d1ef4e7a77120a219a2ddd3fe.png"
"1706123864-74","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Invens city x3 originale 32 go","34 900 FCFA","Plateau","media/annonces/pics/thumbs/512b55874425e186cedbebda861678cd.jpg"
"1706123864-75","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Samsung galaxy s6 gold 32g","100 000 FCFA","Plateau","media/annonces/pics/thumbs/71f7e35d57094b94f8bfe76b5ea61037.jpg"
"1706123864-76","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Iphone 8 256 GB","460 000 FCFA","Plateau","media/annonces/pics/thumbs/2ef6efd5b2a73a8f78cf7afcd90a848d.png"
"1706123864-77","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Ecouteur sans fil Airpod original","110 000 FCFA","Plateau","media/annonces/pics/thumbs/5b8246fa5ab9ec12293f37e046da4a28.jpg"
"1706123864-78","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Itel 1408","27 900 FCFA","Plateau","media/annonces/pics/thumbs/88314030a40502ad00622f85e9dacec7.jpg"
"1706123864-79","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Tecno x pro","139 400 FCFA","Plateau","media/annonces/pics/thumbs/6dbe321592f2ee434cf5eaaadca3bb4b.jpg"
"1706123864-80","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Samsung galaxy s8","350 000 FCFA","Plateau","media/annonces/pics/thumbs/9736a43a3c6d141a63ffba1503cf62a0.jpg"
"1706123864-81","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Galaxy s8 plus","310 000 FCFA","Plateau","media/annonces/pics/thumbs/5113820823484e006b5faf7c7d4360fb.jpg"
"1706123864-82","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Samsung galaxy grand prime plus 4g","59 900 FCFA","Plateau","media/annonces/pics/thumbs/45e45ae189799ce4b13263a27a397d3f.jpg"
"1706123864-83","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Iphone 8 plus 64 GB","380 000 FCFA","Plateau","media/annonces/pics/thumbs/a3a8265b012f90b0078291945222a29c.jpg"
"1706123864-84","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Huawei mate 10 pro","365 000 FCFA","Plateau","media/annonces/pics/thumbs/58ac0faefe44583c16b0216a696352a9.jpg"
"1706123864-85","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Tecno camon x pro","134 900 FCFA","Plateau","media/annonces/pics/thumbs/6d0295caf94713c1fa0c662022598279.jpg"
"1706123864-86","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Samsung galaxy s6 edge plus","185 000 FCFA","Plateau","media/annonces/pics/thumbs/40796c82a5ca1d53c9e3439fe3f4456e.jpg"
"1706123864-87","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Samsung galaxy s9 plus duos","450 000 FCFA","Plateau","media/annonces/pics/thumbs/cb93ad5cf8279f8666ed36e77715862f.jpg"
"1706123864-88","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Iphone 5s scellé","110 000 FCFA","Plateau","media/annonces/pics/thumbs/296dbc3103df43d66e322a19b2789289.jpg"
"1706123864-89","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Sony xperia l1","105 000 FCFA","Plateau","media/annonces/pics/thumbs/c7f471d246a533d17a32e7eda85f9a09.jpg"
"1706123864-90","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Samsung galaxy j7 prime","80 000 FCFA","Plateau","media/annonces/pics/thumbs/6194c397e8e8a3fa23e371257274a795.jpeg"
"1706123864-91","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Xiaomi mi band 2","25 000 FCFA","Plateau","media/annonces/pics/thumbs/505dadcbeecf90ee614e1d388141fb04.jpg"
"1706123864-92","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Infinix hot 6 pro","84 900 FCFA","Plateau","media/annonces/pics/thumbs/9a0479bb83f6026fba1ce13eef00399c.jpg"
"1706123864-93","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Alcatel idole 3","54 900 FCFA","Plateau","media/annonces/pics/thumbs/e2c8cb2321f320b40f4a20fac11eeca8.jpg"
"1706123864-94","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Motorola e4 plus","89 900 FCFA","Plateau","media/annonces/pics/thumbs/b56c4da35fa7683d33158390590e4986.jpg"
"1706123864-95","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Tecno n9","44 900 FCFA","Plateau","media/annonces/pics/thumbs/17d14dbf6eedc3ebc90878cd3cb902a5.jpeg"
"1706123864-96","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Huawei mate 10 lite","154 900 FCFA","Plateau","media/annonces/pics/thumbs/c9ca31fc514aac4b76379af727ba1e0b.jpg"
"1706123864-97","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Iphone 6","125 000 FCFA","Plateau","media/annonces/pics/thumbs/2d9d988847175ddaba11bd0313edab9d.jpeg"
"1706123864-98","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Iphone 5s","80 000 FCFA","Plateau","media/annonces/pics/thumbs/9386e740bf701bede72836f1b67ee0c6.jpg"
"1706123864-99","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Invens e2","28 000 FCFA","Plateau","media/annonces/pics/thumbs/a7f7e60ac5bafc9f29cdfe5c1e7f5752.jpg"
"1706123864-100","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","samsung galaxy s4","45 000 FCFA","Plateau","media/annonces/pics/thumbs/2c8ca385fd199d7f9a513536a9575c62.jpg"
"1706123864-101","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Iphone 8 plus 256 GB","510 000 FCFA","Plateau","media/annonces/pics/thumbs/0fca93f66305e4bab65a73af4c51d260.jpg"
"1706123864-102","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Huawei mate 9","145 000 FCFA","Plateau","media/annonces/pics/thumbs/347bd12195082ee983da34115b386aca.jpeg"
"1706123864-103","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Iphone 6s plus","245 000 FCFA","Plateau","media/annonces/pics/thumbs/fb9e0d451ecc23c7ec027bfd08b686be.jpg"
"1706123864-104","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Montre connectee Smartwatch  à vendre","20 000 FCFA","Plateau","media/annonces/pics/thumbs/fe495befdc9db89e1e30fcfe3c466db8.jpg"
"1706123864-105","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Iphone 7 plus rouge","375 000 FCFA","Plateau","media/annonces/pics/thumbs/465819f1091173390499a480a108d070.jpg"
"1706123864-106","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Iphone 6","130 000 FCFA","Plateau","media/annonces/pics/thumbs/757fac7a210a978b68b8ab8bc71b9860.jpg"
"1706123864-107","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Huawei p20 pro","450 000 FCFA","Plateau","media/annonces/pics/thumbs/cad1c94365c31c73f82f1985dd38b434.png"
"1706123864-108","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Huawei p20 pro","490 000 FCFA","Plateau","media/annonces/pics/thumbs/b200a8d35f8d9a87168690ae5b6f9f85.jpg"
"1706123864-109","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Samsung j7 néon","99 900 FCFA","Plateau","media/annonces/pics/thumbs/d891d593745e9966bfa9e11e29d8954b.jpg"
"1706123864-110","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Microsoft lumia 640","69 900 FCFA","Plateau","media/annonces/pics/thumbs/caa09c7fdad89d4e7e93415b0670e996.jpg"
"1706123864-111","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Infinix zero 4","129 900 FCFA","Plateau","media/annonces/pics/thumbs/20a03220ba8615a84e3f0c167ba8c67b.jpg"
"1706123864-112","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","huawei p8 lite","45 000 FCFA","Plateau","media/annonces/pics/thumbs/795aaee7ecc2d27533d5c536451def45.jpg"
"1706123864-113","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=40","Itel s32","54 900 FCFA","Plateau","media/annonces/pics/thumbs/45ac291d4f2a9dfec42d48850a792082.jpg"
"1706123870-114","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=39","Samsung galaxy j7 pro","154 900 FCFA","Plateau","media/annonces/pics/thumbs/ed817d5380e019d1236ca07d97d873f9.jpg"
"1706123870-115","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=39","Samsung galaxy j3","69 900 FCFA","Plateau","media/annonces/pics/thumbs/f2a7271fdad0d98147a35f1d72cc541a.jpg"
"1706123870-116","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=39","Tecno n9 4g lte","49 900 FCFA","Plateau","media/annonces/pics/thumbs/e396174d0744503b0b1f5cbe9976bfda.jpg"
"1706123870-117","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=39","Iphone x 64GB à vendre","675 000 FCFA","Plateau","media/annonces/pics/thumbs/c2ff2fe347e7551411fa952ab2885976.jpg"
"1706123870-118","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=39","Iphone 8","380 000 FCFA","Plateau","media/annonces/pics/thumbs/ca8d4135a4110eb7362266f82dc7698f.jpg"
"1706123870-119","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=39","Tecno n9","49 900 FCFA","Plateau","media/annonces/pics/thumbs/c3441bed923f29061b736fc18f62b16d.jpeg"
"1706123870-120","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=39","Tecno f2","39 900 FCFA","Plateau","media/annonces/pics/thumbs/49024d566db37bb20e91c3e9933cde2a.jpg"
"1706123870-121","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=39","Iphone X 64 GB","510 000 FCFA","Plateau","media/annonces/pics/thumbs/78b12747d4898abf27ad18360a3a87dd.jpg"
"1706123870-122","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=39","Iphone 7","215 000 FCFA","Plateau","media/annonces/pics/thumbs/c3c1d2f608cc58712cb00acc5d719003.jpeg"
"1706123870-123","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=39","Iphone x","675 000 FCFA","Plateau","media/annonces/pics/thumbs/f4c353d408d32293812dbf7a536deee0.jpg"
"1706123870-124","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=39","Apple watch 3 gps cellular","290 000 FCFA","Plateau","media/annonces/pics/thumbs/d5e2b10df67091ef70836809d16a839e.jpeg"
"1706123870-125","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=39","Tecno f2 lite","54 900 FCFA","Plateau","media/annonces/pics/thumbs/3513a25d8b1a880f724b70d8748bbb2f.png"
"1706123870-126","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=39","Samsung galaxy s7 edge","200 000 FCFA","Plateau","media/annonces/pics/thumbs/defccdd86133fe7de73547245c1822fa.jpg"
